格式化站点编号,站点名称,等价站点,线路名称,线路方向,单程序号,经度,纬度,在主城区,可能的下车站点
001_U_23,城市花园,"['001_U_22', '001_D_17', '001_D_18', '002_U_21', '002_U_22', '002_D_22', '002_D_23', '005_U_51', '005_U_52', '005_D_21', '005_D_22', '008_U_30', '008_U_31', '008_D_13', '008_D_14', '014_U_29', '014_U_30', '014_D_16', '014_D_17', '015_U_43', '015_U_44', '015_D_12', '015_D_13', '019_U_37', '019_U_38', '019_D_12', '019_D_13', '021_U_31', '021_U_32', '021_D_12', '021_D_13', '037_U_28', '037_U_29', '037_D_18', '037_D_19', '038_U_30', '038_U_31', '038_D_17', '038_D_18', '105_U_33']",1,上行,23,118.013874,37.428323,True,"['001_U_24', '001_U_25', '001_U_26', '001_U_27', '001_U_28', '001_U_29', '001_U_30', '001_U_31', '001_U_32', '001_U_33', '001_U_34']"
001_U_24,远方汽贸城,"['001_D_16', '002_U_23', '002_D_21', '005_U_53', '005_D_20', '008_U_32', '008_D_12', '014_U_31', '014_D_15', '015_U_45', '015_D_11', '019_U_39', '019_D_11', '021_U_33', '021_D_11', '037_U_30', '037_D_17', '038_U_32', '038_D_16', '105_U_32', '105_U_33', '105_D_13']",1,上行,24,118.016912,37.423375,True,"['001_U_25', '001_U_26', '001_U_27', '001_U_28', '001_U_29', '001_U_30', '001_U_31', '001_U_32', '001_U_33', '001_U_34']"
001_U_25,建翔小区,"['001_U_26', '001_D_14', '001_D_15', '004_U_19', '004_U_20', '004_U_21', '004_D_13', '004_D_14', '004_D_15', '005_U_54', '005_U_55', '005_D_18', '005_D_19', '008_U_33', '008_U_34', '008_D_10', '008_D_11', '012_U_09', '012_U_10', '012_U_11', '012_D_23', '012_D_24', '012_D_25', '013_U_27', '013_U_28', '013_U_29', '013_D_09', '013_D_10', '013_D_11', '014_U_32', '014_U_33', '014_D_13', '014_D_14', '015_U_46', '015_U_47', '015_D_09', '015_D_10', '019_U_40', '019_U_41', '019_D_09', '019_D_10', '021_U_34', '021_U_35', '021_D_09', '021_D_10', '037_U_31', '037_U_32', '037_D_15', '037_D_16', '038_U_33', '038_U_34', '038_D_14', '038_D_15', '105_U_30', '105_U_31', '105_D_14', '105_D_15']",1,上行,25,118.019205,37.416688,True,"['001_U_26', '001_U_27', '001_U_28', '001_U_29', '001_U_30', '001_U_31', '001_U_32', '001_U_33', '001_U_34']"
001_U_26,兴滨小区,"['001_U_25', '001_D_14', '001_D_15', '004_U_20', '004_U_21', '004_D_13', '004_D_14', '005_U_54', '005_U_55', '005_D_18', '005_D_19', '008_U_33', '008_U_34', '008_D_10', '008_D_11', '012_U_10', '012_U_11', '012_D_23', '012_D_24', '013_U_28', '013_U_29', '013_D_09', '013_D_10', '014_U_32', '014_U_33', '014_D_13', '014_D_14', '015_U_46', '015_U_47', '015_D_09', '015_D_10', '019_U_40', '019_U_41', '019_D_09', '019_D_10', '021_U_34', '021_U_35', '021_D_09', '021_D_10', '037_U_31', '037_U_32', '037_D_15', '037_D_16', '038_U_33', '038_U_34', '038_D_14', '038_D_15', '105_U_30', '105_U_31', '105_D_14', '105_D_15', '113_U_29', '113_D_10']",1,上行,26,118.020317,37.413552,True,"['001_U_27', '001_U_28', '001_U_29', '001_U_30', '001_U_31', '001_U_32', '001_U_33', '001_U_34']"
001_U_27,桃李幸福家园,"['001_D_12', '001_D_13', '004_U_22', '004_D_11', '004_D_12', '005_U_56', '005_U_57', '005_D_16', '005_D_17', '008_U_35', '008_D_08', '008_D_09', '012_U_12', '013_U_30', '013_D_07', '013_D_08', '014_U_34', '014_D_11', '014_D_12', '015_U_48', '015_D_07', '015_D_08', '018_D_09', '019_U_42', '019_D_07', '019_D_08', '021_U_36', '021_D_07', '021_D_08', '037_U_33', '037_D_13', '037_D_14', '038_U_35', '038_D_12', '038_D_13', '107_U_30', '107_D_11', '107_D_12', '107_D_13']",1,上行,27,118.023007,37.405606,True,"['001_U_28', '001_U_29', '001_U_30', '001_U_31', '001_U_32', '001_U_33', '001_U_34']"
001_U_28,华海白癜风医院,"['001_D_12', '004_U_23', '004_D_11', '008_U_36', '008_D_08', '013_U_31', '013_D_07', '014_U_35', '014_D_11', '015_U_49', '015_D_07', '019_U_43', '019_D_07', '021_U_37', '021_D_07', '037_U_34', '037_D_13', '038_U_36', '038_D_12', '107_U_31', '107_D_11']",1,上行,28,118.024366,37.401637,True,"['001_U_29', '001_U_30', '001_U_31', '001_U_32', '001_U_33', '001_U_34']"
001_U_29,沪滨医院,"['001_D_11', '004_U_24', '004_U_25', '004_D_09', '004_D_10', '008_U_37', '008_D_07', '013_U_32', '013_D_06', '014_U_36', '014_D_10', '015_U_50', '015_D_06', '019_U_44', '019_D_06', '021_U_38', '021_D_06', '023_U_26', '023_D_10', '023_D_11', '037_U_35', '037_D_12', '038_U_37', '038_D_11', '107_U_32', '107_U_33', '107_D_10']",1,上行,29,118.026144,37.396368,True,"['001_U_30', '001_U_31', '001_U_32', '001_U_33', '001_U_34']"
001_U_30,一建公司,"['001_U_31', '001_D_10', '004_U_25', '004_D_09', '008_U_38', '008_U_39', '008_D_06', '013_U_33', '013_U_34', '013_D_05', '014_U_37', '014_U_38', '014_D_09', '015_U_51', '015_U_52', '015_D_05', '019_U_45', '019_U_46', '019_D_05', '021_U_39', '021_U_40', '021_D_05', '023_U_25', '023_U_26', '023_U_27', '023_D_09', '023_D_10', '023_D_11', '037_U_36', '037_U_37', '037_D_11', '038_U_38', '038_U_39', '038_D_10', '107_U_33', '107_D_09']",1,上行,30,118.02748,37.392582,True,"['001_U_31', '001_U_32', '001_U_33', '001_U_34']"
001_U_31,海得汽配城,"['001_U_30', '001_D_08', '001_D_09', '001_D_10', '008_U_38', '008_U_39', '008_D_05', '008_D_06', '013_U_33', '013_U_34', '013_D_04', '013_D_05', '014_U_37', '014_U_38', '014_U_39', '014_D_07', '014_D_08', '014_D_09', '015_U_51', '015_U_52', '015_D_04', '015_D_05', '019_U_45', '019_U_46', '019_D_04', '019_D_05', '020_D_08', '021_U_39', '021_U_40', '021_D_04', '021_D_05', '023_U_28', '023_D_08', '037_U_36', '037_U_37', '037_D_10', '037_D_11', '038_U_38', '038_U_39', '038_D_09', '038_D_10', '111_U_19', '111_U_20', '111_D_17']",1,上行,31,118.028053,37.389326,True,"['001_U_32', '001_U_33', '001_U_34']"
001_U_32,第一加油站,"['001_U_33', '001_D_08', '001_D_09', '006_U_41', '006_U_42', '006_D_03', '006_D_04', '008_U_40', '008_U_41', '008_D_03', '008_D_04', '008_D_05', '013_U_35', '013_U_36', '013_D_02', '013_D_03', '013_D_04', '014_U_39', '014_D_07', '014_D_08', '015_U_53', '015_U_54', '015_D_02', '015_D_03', '015_D_04', '016_D_03', '016_D_04', '016_D_05', '019_U_47', '019_U_48', '019_D_02', '019_D_03', '019_D_04', '020_U_28', '020_U_29', '020_U_30', '020_D_08', '020_D_09', '021_U_41', '021_U_42', '021_D_02', '021_D_03', '021_D_04', '028_U_35', '028_U_36', '028_D_03', '028_D_04', '030_D_02', '030_D_03', '036_U_27', '036_U_28', '036_D_06', '036_D_07', '037_U_38', '037_U_39', '037_D_08', '037_D_09', '037_D_10', '038_U_40', '038_U_41', '038_D_07', '038_D_08', '038_D_09', '102_U_34', '102_U_35', '102_D_08', '102_D_09', '108_U_37', '108_D_01', '108_D_02', '111_U_19', '111_U_20', '111_D_16', '111_D_17']",1,上行,32,118.028509,37.384184,True,"['001_U_33', '001_U_34']"
001_U_33,东狮家具城,"['001_U_32', '004_U_32', '004_D_02', '006_U_41', '006_U_42', '006_D_03', '006_D_04', '008_U_40', '008_U_41', '008_D_03', '008_D_04', '011_U_28', '011_D_13', '013_U_35', '013_U_36', '013_D_02', '013_D_03', '014_U_44', '014_D_02', '015_U_53', '015_U_54', '015_D_02', '015_D_03', '016_D_03', '016_D_04', '019_U_47', '019_U_48', '019_D_02', '019_D_03', '020_U_29', '020_U_30', '021_U_41', '021_U_42', '021_D_02', '021_D_03', '024_U_31', '024_D_03', '025_U_46', '025_D_01', '028_U_35', '028_U_36', '028_D_03', '028_D_04', '030_U_45', '030_U_46', '030_D_01', '030_D_02', '030_D_03', '033_U_22', '033_D_03', '036_U_27', '036_U_28', '036_D_06', '036_D_07', '037_U_38', '037_U_39', '037_D_08', '037_D_09', '038_U_40', '038_U_41', '038_D_07', '038_D_08', '101_U_30', '102_U_33', '102_U_34', '102_U_35', '102_D_08', '102_D_09', '102_D_10', '108_U_36', '108_U_37', '108_D_01', '108_D_02', '108_D_03']",1,上行,33,118.028754,37.381322,True,['001_U_34']
001_U_34,城建集团,"['001_D_01', '001_D_02', '004_U_32', '004_U_33', '004_D_01', '004_D_02', '006_U_43', '006_U_44', '006_D_01', '006_D_02', '006_D_03', '008_U_42', '008_U_43', '008_D_01', '008_D_02', '008_D_03', '011_U_28', '011_U_29', '011_U_30', '011_D_11', '011_D_12', '011_D_13', '013_U_37', '013_D_01', '013_D_02', '014_U_44', '014_U_45', '014_D_01', '014_D_02', '015_U_55', '015_D_01', '015_D_02', '016_U_28', '016_D_01', '016_D_02', '016_D_03', '019_U_49', '019_D_01', '019_D_02', '020_U_31', '020_D_01', '020_D_02', '021_U_43', '021_D_01', '021_D_02', '024_U_31', '024_U_32', '024_U_33', '024_D_01', '024_D_02', '024_D_03', '025_U_46', '025_D_01', '028_U_37', '028_U_38', '028_D_01', '028_D_02', '028_D_03', '030_U_46', '030_D_01', '030_D_02', '033_U_22', '033_U_23', '033_U_24', '033_D_01', '033_D_02', '033_D_03', '037_U_40', '037_U_41', '037_D_06', '037_D_07', '037_D_08', '038_U_42', '038_U_43', '038_D_05', '038_D_06', '038_D_07', '101_U_30', '101_U_31', '101_D_01', '101_D_02', '103_D_03', '106_U_34', '106_U_35', '106_D_04', '106_D_05', '108_D_03']",1,上行,34,118.029111,37.376535,True,[]
001_D_01,城建集团,"['001_U_34', '001_D_02', '004_U_32', '004_U_33', '004_D_01', '004_D_02', '006_U_43', '006_U_44', '006_D_01', '006_D_02', '006_D_03', '008_U_42', '008_U_43', '008_D_01', '008_D_02', '008_D_03', '011_U_28', '011_U_29', '011_U_30', '011_D_11', '011_D_12', '011_D_13', '013_U_37', '013_D_01', '013_D_02', '014_U_44', '014_U_45', '014_D_01', '014_D_02', '015_U_55', '015_D_01', '015_D_02', '016_U_28', '016_D_01', '016_D_02', '016_D_03', '019_U_49', '019_D_01', '019_D_02', '020_U_31', '020_D_01', '020_D_02', '021_U_43', '021_D_01', '021_D_02', '024_U_31', '024_U_32', '024_U_33', '024_D_01', '024_D_02', '024_D_03', '025_U_46', '025_D_01', '028_U_37', '028_U_38', '028_D_01', '028_D_02', '028_D_03', '030_U_46', '030_D_01', '030_D_02', '033_U_22', '033_U_23', '033_U_24', '033_D_01', '033_D_02', '033_D_03', '037_U_40', '037_U_41', '037_D_06', '037_D_07', '037_D_08', '038_U_42', '038_U_43', '038_D_05', '038_D_06', '038_D_07', '101_U_30', '101_U_31', '101_D_01', '101_D_02', '103_D_03', '106_U_34', '106_U_35', '106_D_04', '106_D_05', '108_D_03']",1,下行,1,118.029111,37.376535,True,"['001_D_02', '001_D_03', '001_D_04', '001_D_05', '001_D_06', '001_D_07', '001_D_08', '001_D_09', '001_D_10', '001_D_11', '001_D_12', '001_D_13', '001_D_14', '001_D_15', '001_D_16', '001_D_17', '001_D_18', '001_D_19', '001_D_20', '001_D_21', '001_D_22', '001_D_23', '001_D_24', '001_D_25', '001_D_26', '001_D_27', '001_D_28', '001_D_29', '001_D_30', '001_D_31', '001_D_32', '001_D_33', '001_D_34', '001_D_35', '001_D_36', '001_D_37', '001_D_38', '001_D_39', '001_D_40']"
001_D_02,城建集团宿舍,"['001_U_34', '001_D_01', '004_U_32', '004_U_33', '004_D_01', '004_D_02', '006_U_43', '006_U_44', '006_D_01', '006_D_02', '008_U_42', '008_U_43', '008_D_01', '008_D_02', '009_D_01', '010_D_03', '011_U_28', '011_U_29', '011_U_30', '011_D_11', '011_D_12', '011_D_13', '013_U_37', '013_D_01', '014_U_44', '014_U_45', '014_D_01', '014_D_02', '015_U_55', '015_D_01', '016_U_28', '016_D_01', '016_D_02', '019_U_49', '019_D_01', '020_U_31', '020_D_01', '020_D_02', '021_U_43', '021_D_01', '022_U_34', '024_U_31', '024_U_32', '024_U_33', '024_D_01', '024_D_02', '024_D_03', '025_U_46', '025_D_01', '026_U_35', '027_D_03', '028_U_37', '028_U_38', '028_D_01', '028_D_02', '030_U_46', '030_D_01', '033_U_22', '033_U_23', '033_U_24', '033_D_01', '033_D_02', '033_D_03', '037_U_40', '037_U_41', '037_U_42', '037_D_06', '037_D_07', '038_U_42', '038_U_43', '038_U_44', '038_D_05', '038_D_06', '101_U_30', '101_U_31', '101_D_01', '101_D_02', '103_D_03', '103_D_04', '106_U_34', '106_U_35', '106_D_04', '106_D_05', '108_D_03']",1,下行,2,118.028185,37.375318,True,"['001_D_03', '001_D_04', '001_D_05', '001_D_06', '001_D_07', '001_D_08', '001_D_09', '001_D_10', '001_D_11', '001_D_12', '001_D_13', '001_D_14', '001_D_15', '001_D_16', '001_D_17', '001_D_18', '001_D_19', '001_D_20', '001_D_21', '001_D_22', '001_D_23', '001_D_24', '001_D_25', '001_D_26', '001_D_27', '001_D_28', '001_D_29', '001_D_30', '001_D_31', '001_D_32', '001_D_33', '001_D_34', '001_D_35', '001_D_36', '001_D_37', '001_D_38', '001_D_39', '001_D_40']"
001_D_03,吕剧团,"['001_D_04', '004_D_03', '007_U_15', '007_D_08', '009_U_46', '009_D_02', '010_U_51', '010_D_04', '011_U_26', '011_D_14', '011_D_16', '012_U_22', '012_D_13', '014_D_03', '016_U_26', '020_D_03', '020_D_04', '022_U_35', '022_U_37', '022_D_06', '022_D_07', '023_D_04', '024_D_04', '025_D_02', '026_U_36', '026_D_20', '027_U_36', '027_D_04', '028_U_32', '028_D_08', '033_D_04', '037_U_43', '037_D_04', '038_U_45', '101_U_29', '101_D_03', '101_D_04', '102_U_31', '102_D_11', '103_U_28', '103_U_29', '103_D_05', '103_D_07', '106_U_33', '106_D_06', '106_D_07', '108_D_04', '109_U_30', '109_D_03', '111_U_15', '111_D_22']",1,下行,3,118.023497,37.374952,True,"['001_D_04', '001_D_05', '001_D_06', '001_D_07', '001_D_08', '001_D_09', '001_D_10', '001_D_11', '001_D_12', '001_D_13', '001_D_14', '001_D_15', '001_D_16', '001_D_17', '001_D_18', '001_D_19', '001_D_20', '001_D_21', '001_D_22', '001_D_23', '001_D_24', '001_D_25', '001_D_26', '001_D_27', '001_D_28', '001_D_29', '001_D_30', '001_D_31', '001_D_32', '001_D_33', '001_D_34', '001_D_35', '001_D_36', '001_D_37', '001_D_38', '001_D_39', '001_D_40']"
001_D_04,渤海国际,"['001_D_03', '001_D_05', '004_U_30', '004_U_31', '004_D_03', '004_D_04', '007_U_13', '007_U_14', '007_U_15', '007_D_08', '007_D_09', '011_U_26', '011_U_27', '011_D_14', '011_D_15', '011_D_16', '012_U_20', '012_U_21', '012_U_22', '012_D_13', '012_D_14', '014_U_42', '014_U_43', '014_D_03', '014_D_04', '016_D_08', '016_D_09', '018_U_19', '018_U_20', '018_D_17', '018_D_18', '020_D_03', '020_D_04', '020_D_05', '022_U_37', '022_U_38', '022_D_04', '022_D_05', '022_D_06', '023_U_31', '023_U_32', '023_U_33', '023_D_03', '023_D_04', '023_D_05', '024_U_29', '024_U_30', '024_D_04', '024_D_05', '025_U_44', '025_U_45', '025_D_02', '025_D_03', '028_U_32', '028_U_33', '028_D_06', '028_D_07', '028_D_08', '033_U_20', '033_U_21', '033_D_04', '033_D_05', '101_U_27', '101_U_28', '101_U_29', '101_D_03', '101_D_04', '101_D_05', '102_U_30', '102_U_31', '102_U_32', '102_D_11', '102_D_12', '102_D_13', '103_U_26', '103_U_27', '103_U_28', '103_D_07', '103_D_08', '106_U_31', '106_U_32', '106_U_33', '106_D_06', '106_D_07', '106_D_08', '108_U_34', '108_U_35', '108_D_04', '108_D_05', '111_U_15', '111_U_16', '111_D_20', '111_D_21', '111_D_22']",1,下行,4,118.020272,37.376349,True,"['001_D_05', '001_D_06', '001_D_07', '001_D_08', '001_D_09', '001_D_10', '001_D_11', '001_D_12', '001_D_13', '001_D_14', '001_D_15', '001_D_16', '001_D_17', '001_D_18', '001_D_19', '001_D_20', '001_D_21', '001_D_22', '001_D_23', '001_D_24', '001_D_25', '001_D_26', '001_D_27', '001_D_28', '001_D_29', '001_D_30', '001_D_31', '001_D_32', '001_D_33', '001_D_34', '001_D_35', '001_D_36', '001_D_37', '001_D_38', '001_D_39', '001_D_40']"
001_D_05,百货大楼,"['001_D_04', '004_U_29', '004_U_30', '004_U_31', '004_D_03', '004_D_04', '004_D_05', '006_U_39', '006_U_40', '006_D_05', '006_D_06', '007_U_12', '007_U_13', '007_U_14', '007_D_08', '007_D_09', '007_D_10', '011_U_26', '011_U_27', '011_D_14', '011_D_15', '012_U_19', '012_U_20', '012_U_21', '012_D_13', '012_D_14', '012_D_15', '014_U_42', '014_U_43', '014_D_03', '014_D_04', '016_D_07', '016_D_08', '016_D_09', '018_U_19', '018_U_20', '018_U_21', '018_D_16', '018_D_17', '018_D_18', '020_D_04', '020_D_05', '022_U_37', '022_U_38', '022_D_04', '022_D_05', '023_U_31', '023_U_32', '023_D_04', '023_D_05', '024_U_29', '024_U_30', '024_D_04', '024_D_05', '025_U_44', '025_U_45', '025_D_02', '025_D_03', '028_U_32', '028_U_33', '028_U_34', '028_D_05', '028_D_06', '028_D_07', '030_U_43', '030_U_44', '030_D_04', '030_D_05', '033_U_19', '033_U_20', '033_U_21', '033_D_04', '033_D_05', '033_D_06', '036_U_25', '036_U_26', '036_D_08', '036_D_09', '101_U_26', '101_U_27', '101_U_28', '101_D_04', '101_D_05', '101_D_06', '102_U_31', '102_U_32', '102_D_11', '102_D_12', '103_U_25', '103_U_26', '103_U_27', '103_D_07', '103_D_08', '103_D_09', '106_U_30', '106_U_31', '106_U_32', '106_D_07', '106_D_08', '106_D_09', '108_U_33', '108_U_34', '108_U_35', '108_D_04', '108_D_05', '108_D_06', '111_U_15', '111_U_16', '111_D_19', '111_D_20', '111_D_21']",1,下行,5,118.01995,37.379706,True,"['001_D_06', '001_D_07', '001_D_08', '001_D_09', '001_D_10', '001_D_11', '001_D_12', '001_D_13', '001_D_14', '001_D_15', '001_D_16', '001_D_17', '001_D_18', '001_D_19', '001_D_20', '001_D_21', '001_D_22', '001_D_23', '001_D_24', '001_D_25', '001_D_26', '001_D_27', '001_D_28', '001_D_29', '001_D_30', '001_D_31', '001_D_32', '001_D_33', '001_D_34', '001_D_35', '001_D_36', '001_D_37', '001_D_38', '001_D_39', '001_D_40']"
001_D_06,银茂大酒店,"['001_D_07', '004_U_28', '004_U_29', '004_D_05', '004_D_06', '006_U_38', '006_U_39', '006_D_05', '006_D_06', '006_D_07', '007_U_11', '007_U_12', '007_D_10', '007_D_11', '012_U_18', '012_U_19', '012_D_15', '012_D_16', '014_U_40', '014_U_41', '014_D_05', '014_D_06', '016_D_06', '016_D_07', '018_U_21', '018_U_22', '018_D_15', '018_D_16', '020_D_06', '020_D_07', '022_U_39', '022_U_40', '022_D_03', '023_U_29', '023_U_30', '023_D_06', '023_D_07', '028_D_05', '030_U_43', '030_D_04', '030_D_05', '030_D_06', '033_U_19', '033_D_06', '036_U_25', '036_D_08', '036_D_09', '036_D_10', '101_U_26', '101_D_06', '103_U_25', '103_D_09', '106_U_30', '106_D_09', '106_D_10', '108_U_33', '108_D_06', '108_D_07', '111_U_17', '111_U_18', '111_D_18', '111_D_19']",1,下行,6,118.01937,37.384312,True,"['001_D_07', '001_D_08', '001_D_09', '001_D_10', '001_D_11', '001_D_12', '001_D_13', '001_D_14', '001_D_15', '001_D_16', '001_D_17', '001_D_18', '001_D_19', '001_D_20', '001_D_21', '001_D_22', '001_D_23', '001_D_24', '001_D_25', '001_D_26', '001_D_27', '001_D_28', '001_D_29', '001_D_30', '001_D_31', '001_D_32', '001_D_33', '001_D_34', '001_D_35', '001_D_36', '001_D_37', '001_D_38', '001_D_39', '001_D_40']"
001_D_07,大润发,"['001_D_06', '004_U_28', '004_U_29', '004_D_05', '004_D_06', '006_U_38', '006_U_39', '006_D_06', '006_D_07', '007_U_11', '007_U_12', '007_D_10', '007_D_11', '012_U_18', '012_U_19', '012_D_15', '012_D_16', '014_U_40', '014_U_41', '014_D_05', '014_D_06', '016_D_06', '016_D_07', '018_U_21', '018_U_22', '018_D_15', '018_D_16', '020_D_06', '020_D_07', '022_U_39', '022_U_40', '022_D_03', '023_U_29', '023_U_30', '023_D_06', '023_D_07', '030_U_43', '030_D_05', '030_D_06', '036_U_25', '036_D_09', '036_D_10', '106_U_30', '106_D_09', '106_D_10', '108_U_33', '108_D_06', '108_D_07', '111_U_17', '111_U_18', '111_D_18', '111_D_19']",1,下行,7,118.020417,37.385671,True,"['001_D_08', '001_D_09', '001_D_10', '001_D_11', '001_D_12', '001_D_13', '001_D_14', '001_D_15', '001_D_16', '001_D_17', '001_D_18', '001_D_19', '001_D_20', '001_D_21', '001_D_22', '001_D_23', '001_D_24', '001_D_25', '001_D_26', '001_D_27', '001_D_28', '001_D_29', '001_D_30', '001_D_31', '001_D_32', '001_D_33', '001_D_34', '001_D_35', '001_D_36', '001_D_37', '001_D_38', '001_D_39', '001_D_40']"
001_D_08,姜家小区,"['001_U_31', '001_U_32', '001_D_09', '006_U_41', '006_D_04', '008_U_39', '008_U_40', '008_D_04', '008_D_05', '013_U_34', '013_U_35', '013_D_03', '013_D_04', '014_U_38', '014_U_39', '014_U_40', '014_D_07', '014_D_08', '015_U_52', '015_U_53', '015_D_03', '015_D_04', '016_D_04', '016_D_05', '016_D_06', '019_U_46', '019_U_47', '019_D_03', '019_D_04', '020_U_29', '020_D_08', '021_U_40', '021_U_41', '021_D_03', '021_D_04', '023_U_28', '023_U_29', '023_D_08', '028_U_35', '028_D_04', '030_D_03', '036_U_27', '036_D_07', '037_U_37', '037_U_38', '037_D_09', '037_D_10', '038_U_39', '038_U_40', '038_D_08', '038_D_09', '102_U_34', '102_D_09', '108_U_37', '108_D_01', '111_U_19', '111_D_17', '111_D_18']",1,下行,8,118.026202,37.386103,True,"['001_D_09', '001_D_10', '001_D_11', '001_D_12', '001_D_13', '001_D_14', '001_D_15', '001_D_16', '001_D_17', '001_D_18', '001_D_19', '001_D_20', '001_D_21', '001_D_22', '001_D_23', '001_D_24', '001_D_25', '001_D_26', '001_D_27', '001_D_28', '001_D_29', '001_D_30', '001_D_31', '001_D_32', '001_D_33', '001_D_34', '001_D_35', '001_D_36', '001_D_37', '001_D_38', '001_D_39', '001_D_40']"
001_D_09,海得汽配城,"['001_U_31', '001_U_32', '001_D_08', '008_U_39', '008_U_40', '008_D_04', '008_D_05', '013_U_34', '013_U_35', '013_D_03', '013_D_04', '014_U_38', '014_U_39', '014_D_07', '014_D_08', '015_U_52', '015_U_53', '015_D_03', '015_D_04', '019_U_46', '019_U_47', '019_D_03', '019_D_04', '020_U_28', '020_U_29', '020_D_08', '020_D_09', '021_U_40', '021_U_41', '021_D_03', '021_D_04', '023_U_28', '023_D_08', '037_U_37', '037_U_38', '037_D_09', '037_D_10', '038_U_39', '038_U_40', '038_D_08', '038_D_09', '111_U_19', '111_U_20', '111_D_16', '111_D_17']",1,下行,9,118.028577,37.387147,True,"['001_D_10', '001_D_11', '001_D_12', '001_D_13', '001_D_14', '001_D_15', '001_D_16', '001_D_17', '001_D_18', '001_D_19', '001_D_20', '001_D_21', '001_D_22', '001_D_23', '001_D_24', '001_D_25', '001_D_26', '001_D_27', '001_D_28', '001_D_29', '001_D_30', '001_D_31', '001_D_32', '001_D_33', '001_D_34', '001_D_35', '001_D_36', '001_D_37', '001_D_38', '001_D_39', '001_D_40']"
001_D_10,一建公司,"['001_U_30', '001_U_31', '004_U_25', '004_D_09', '008_U_38', '008_U_39', '008_D_06', '013_U_33', '013_U_34', '013_D_05', '014_U_37', '014_U_38', '014_D_09', '015_U_51', '015_U_52', '015_D_05', '019_U_45', '019_U_46', '019_D_05', '021_U_39', '021_U_40', '021_D_05', '023_U_25', '023_U_26', '023_U_27', '023_D_09', '023_D_10', '023_D_11', '037_U_36', '037_U_37', '037_D_11', '038_U_38', '038_U_39', '038_D_10', '107_U_33', '107_D_09']",1,下行,10,118.027871,37.392086,True,"['001_D_11', '001_D_12', '001_D_13', '001_D_14', '001_D_15', '001_D_16', '001_D_17', '001_D_18', '001_D_19', '001_D_20', '001_D_21', '001_D_22', '001_D_23', '001_D_24', '001_D_25', '001_D_26', '001_D_27', '001_D_28', '001_D_29', '001_D_30', '001_D_31', '001_D_32', '001_D_33', '001_D_34', '001_D_35', '001_D_36', '001_D_37', '001_D_38', '001_D_39', '001_D_40']"
